OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,Latitude,Longitude
63587,24/7 TRAVEL PLAZA,"I-135, EXIT 92",Salina,KS,523,2.974,43.877291,-109.76746
63588,KWIK TRIP #686,"I-94, EXIT 333/US-41 & SR-20",Sturtevant,WI,444,3.769,45.365627,-66.692488
63594,PILOT TRAVEL CENTERS #49,"I-24, EXIT 89",Oak Grove,KY,415,3.15233333,28.63026,-110.908877
63595,SPEEDWAY #5236,"I-75, EXIT 122",Lima,OH,411,3.25566666,36.946309,-70.51169
63596,PILOT TRAVEL CENTERS #442,"I-55, EXIT 19",Hayti,MO,275,3.25566666,39.178147,-96.241716
63597,PILOT TRAVEL CENTERS #163,"I-10, EXIT 24",Lordsburg,NM,640,3.439,47.390063,-68.974339
63598,PILOT TRAVEL CENTERS #164,"I-90/I-94, EXIT 69 & SR-82",Mauston,WI,420,3.299,37.081184,-114.602762
63599,PWI #978,"I-215, EXIT 21",Salt Lake City,UT,835,3.359,45.47752,-100.852435
63600,PILOT TRAVEL CENTERS #77,"I-55 /I-20, EXIT 45",Jackson,MS,760,3.149,45.852597,-98.694684
63601,PILOT TRAVEL CENTERS #206,"I-20, EXIT 406",Weatherford,TX,630,3.209,36.867022,-116.634038
63602,LOVES TRAVEL STOP #285,I-40 EXIT 277,Santa Rosa,NM,580,3.474,37.41187,-88.646533
63603,LOVES TRAVEL STOP #290,US-59/US-69/S LOOP 287 & FM-841,Lufkin,TX,610,3.649,36.780949,-91.368226
63603,LOVES TRAVEL STOPS #290,US-59/US-69/S LOOP 287 & FM-841,Lufkin,TX,610,3.649,29.700766,-99.469867
63604,7-ELEVEN #40363,US-17/SR-15 & SR-100,Palatka,FL,75,3.364,40.064328,-120.072157
63605,FLYING J TRAVEL PLAZA #663,"I-64, EXIT 43 & SR-395",Waddy,KY,415,3.759,38.149887,-75.755988
63606,FLYING J TRAVEL PLAZA #652,"I-65/US-52, EXIT 139 & SR-39",Lebanon,IN,375,3.64066666,31.211741,-67.950833
63607,ROAD RANGER #209,"I-90/94,EXIT 48",Oakdale,WI,420,3.234,47.494987,-118.348378
63608,ROAD RANGER #206,US-20,Winnebago,IL,520,3.219,29.593346,-80.877116
63608,ROAD RANGER #206,US-20,Winnebago,IL,520,3.289,25.997816,-92.271437
63608,ROAD RANGER #206,US-20,Winnebago,IL,520,3.299,36.45434,-77.751586
63609,ROAD RANGER #203,US-20 & SR-2,Rockford,IL,520,3.219,44.726095,-78.467897
63609,ROAD RANGER #203,US-20 & SR-2,Rockford,IL,520,3.289,34.893347,-78.40617
63609,ROAD RANGER #203,US-20 & SR-2,Rockford,IL,520,3.299,47.663329,-111.721161
63612,FLYING J TRAVEL PLAZA #622,"I-95/SR-9, EXIT 131 & SR-68 & SR-713",Fort Pierce,FL,95,3.499,29.442239,-77.078162
63613,FLYING J TRAVEL PLAZA #690,"I-10/US-70, EXIT 24",Lordsburg,NM,640,3.439,26.296451,-95.059911
63614,PILOT TRAVEL CENTERS #446,"I-69, EXIT 234",Daleville,IN,457,3.514,32.475801,-116.53743
63614,PILOT TRAVEL CENTER #446,"I-69, EXIT 234",Daleville,IN,457,3.649,33.612046,-123.006942
63615,One9 #1413,"I-81, EXIT 101",Dublin,VA,185,3.24233333,28.591492,-120.751698
63616,SPEEDWAY #8876,"US-23, EXIT 50",Whitmore Lake,MI,342,3.499,40.797937,-111.638042
63616,SPEEDWAY #8876,"US-23, EXIT 50",Whitmore Lake,MI,342,3.749,48.232117,-120.200727
63619,PILOT TRAVEL CENTERS #428,"I-20, EXIT 112",West Monroe,LA,760,3.20566666,32.017777,-109.286012
63620,LOVES TRAVEL STOP #420,"I-20, EXIT 47",Flowood,MS,620,3.149,36.978534,-74.332054
63621,FUEL CITY FRIENDLYS,"I-35E, EXIT 435",Dallas,TX,630,2.96566666,40.494583,-76.307978
63623,PILOT TRAVEL CENTER #90,"I-95/SR-9, EXIT 129 & SR-91, EXIT 152 & SR-70",Fort Pierce,FL,95,3.519,35.405864,-104.349945
63623,PILOT TRAVEL CENTERS #90,"I-95/SR-9, EXIT 129 & SR-91, EXIT 152 & SR-70",Fort Pierce,FL,95,3.459,45.111552,-72.272921
63624,FROG CITY TRAVEL PLAZA,"I-10, EXIT 87",Rayne,LA,690,3.36566666,39.488357,-100.800974
63625,FLYING J TRAVEL PLAZA #688,"I-295, DEEP WATER STREET",Penns Grove,NJ,243,3.989,27.73881,-88.055417
63627,PILOT TRAVEL CENTERS #174,I-78 & SR-15,New Albany,MS,435,3.859,38.373455,-77.642545
63628,PILOT TRAVEL CENTERS #75,"I-65, EXIT 19 & US-43/SR-13",Satsuma,AL,715,3.199,32.412874,-71.655803
63628,PILOT TRAVEL CENTER #75,"I-65, EXIT 19 & US-43/SR-13",Satsuma,AL,715,3.195,25.587218,-84.062166
63629,SPEEDWAY #4523,"I-94, EXIT 88",Osseo,WI,448,3.54566666,30.198055,-97.342934
63630,TA DENVER EAST TRAVEL CENTER,"I-70 & I-270, EXIT 278",Commerce City,CO,800,3.37566666,45.4131,-121.227023
63635,SAPP BROS TRAVEL CENTER,"I-70, EXIT 295",Junction City,KS,523,3.709,42.888622,-80.075094
63636,PILOT TRAVEL CENTER #279,"I-19, EXIT 12 & SR-289",Rio Rico,AZ,980,3.614,41.159555,-110.58965
63636,PILOT TRAVEL CENTERS #279,"I-19, EXIT 12 & SR-289",Rio Rico,AZ,980,3.659,45.186018,-86.25142
63637,PILOT TRAVEL CENTERS #454,"I-70, EXIT 79",London,OH,315,3.509,47.917615,-69.873188
63639,PILOT TRAVEL CENTERS #444,"I-70, EXIT 23",Brazil,IN,375,3.939,39.951474,-114.557859
63639,PILOT TRAVEL CENTER #444,"I-70, EXIT 23",Brazil,IN,375,3.939,36.91999,-97.233453
63640,SUPER EXPRESS STOP,"I-64, EXIT 113",Mount Sterling,KY,410,3.859,44.191688,-79.382473
63641,FLYING J TRAVEL PLAZA #625,"I-4/SR-400, EXIT 10 & SR-579",Seffner,FL,225,3.44233333,43.073468,-95.31533
63642,COLTS QUICK DRAW,"I-40, EXIT 125 & US-65/SR-25",Greenbrier,AR,695,3.30733333,38.754156,-87.96561
63648,CIRCLE K #2723333,"I-75, EXIT 216",Mcdonough,GA,67,3.209,32.153692,-67.618208
63649,ONE TRIP,US-84,Homerville,GA,10,3.44233333,48.608573,-87.855891
63651,CIRCLE K #2723346,US-29/S8,Athens,GA,16,3.399,37.302052,-74.883708
63652,CASEYS #3292,"I-380, EXIT 43 & US-20",Independence,IA,380,3.599,47.16223,-121.626999
63653,FLYING J TRAVEL PLAZA #760,US-30 & SR-232,Cokeville,WY,835,3.899,33.500562,-86.860826
63661,FLYING J TRAVEL PLAZA #677,"US-78, EXIT 6",Olive Branch,MS,435,3.28566666,38.401796,-119.428419
63662,PILOT TRAVEL CENTERS #267,"I-75, EXIT 146",Byron,GA,85,3.36566666,38.758628,-94.058039
63662,PILOT TRAVEL CENTER #267,"I-75, EXIT 146",Byron,GA,85,3.38566666,35.656854,-104.053804
63667,CIRCLE K #2723875,SR-41/SR-45,Jamestown,SC,42,2.974,42.326536,-70.996448
63668,PILOT #4579,"I-26, EXIT 139",Saint Matthews,SC,135,3.509,41.82691,-98.730584
63669,One9 #1248,"I-45, EXIT 271",Wilmer,TX,630,2.75566666,47.409676,-89.946362
63671,WESTERN TRAVEL TERMINAL,US-26 & US-85,Torrington,WY,795,3.399,37.943989,-101.268686
63676,CORNER EXPRESS,ST 55,Wellston,MI,456,3.499,43.062432,-114.911162
63680,ALLTOWN MARKETS-FLYING J #896,I-93 EXIT 11 & SR 3A,Bow,NH,39,4.099,47.642956,-115.965212
63685,RIVER HEIGHTS GROCERY,US-64/SR-69/SR-15,Crump,TN,435,3.099,38.226806,-84.107518
63690,LOVES TRAVEL STOP #277,"I-30, EXIT 46",Prescott,AR,635,3.47566666,39.354354,-113.193887
63691,JIMMIES AUTO TRUCK PLAZA,"I-10, EXIT 262",Lee,FL,20,3.84733333,46.256326,-91.772248
63694,PILOT TRAVEL CENTERS #261,"I-55, EXIT 186",Winona,MS,576,3.499,29.497722,-115.559976
63695,FLYING J TRAVEL PLAZA #634,"I-20/SR-402, EXIT 19 & SR-113",Temple,GA,18,3.419,35.926777,-119.395684
63697,MILLER MART #40,"I-64, EXIT 255B",Newport News,VA,130,3.30566666,35.121504,-113.795414
63699,DEWITT TRAVEL MART,"US-30, EXIT 313",De Witt,IA,270,3.599,31.22734,-100.829751
63700,WIXOM FUEL STOP,"I-96, EXIT 159",Wixom,MI,325,3.999,30.4712,-90.283559
63701,FLYING J TRAVEL PLAZA #742,"I-80, EXIT 98/99",Tooele,UT,835,3.759,31.894803,-96.207724
63702,QUICK FUEL #2501,"I-264, EXIT 14",Louisville,KY,415,3.08233333,31.010844,-111.777895
63703,QUICK FUEL #2303,"I-71, EXIT 104/FRANK RD EXIT",Columbus,OH,315,3.56566666,47.968717,-72.661692
63704,QUICK FUEL #2301,"I-275, EXIT 44",Cincinnati,OH,300,3.239,41.021375,-111.230121
63706,QUICK FUEL #1003,"I-41/US-45, EXIT 45 & CR-EE",Milwaukee,WI,444,3.42566666,27.546819,-95.820508
63715,FLYING J TRAVEL PLAZA #772,"I-215, EXIT 28",North Salt Lake,UT,835,3.73233333,35.986146,-87.362342
63716,EXPRESS LANE #34,"I-39, EXIT 115",Rockford,IL,520,3.549,26.155396,-110.725922
63716,EXPRESS LANE #34,"I-39, EXIT 115",Rockford,IL,520,3.749,47.179736,-107.988578
63718,ROAD RANGER #210,"I-39/US-51, EXIT 99 & SR-38",Rochelle,IL,520,3.699,48.127486,-96.706808
63720,FLYING J TRAVEL PLAZA #611,"I-10, EXIT 137",Phoenix,AZ,930,3.589,27.457132,-119.271757
63721,ROAD RUNNER TRAVEL CENTER,I-69E/US-77 & CR-892,Robstown,TX,625,3.349,43.808799,-117.187507
63722,LOVES TRAVEL STOP #240,"I-10, EXIT 151 & SR-415",Port Allen,LA,600,3.23233333,35.789553,-111.738614
63724,LOVES TRAVEL STOP #244,"I-40, EXIT 87 & US-70/US-412",Jackson,TN,435,3.49733333,43.442411,-78.177886
63725,TA CARTERSVILLE TRAVEL CENTER,"I-75, EXIT 296",Cartersville,GA,18,3.599,45.925326,-88.158064
63726,FLYING J TRAVEL PLAZA #706,"I-44 & I-244, EXIT 236",Tulsa,OK,560,3.36566666,25.437637,-66.522015
63727,LOVES TRAVEL STOP #403,"I-81, EXIT 3",Binghamton,NY,32,3.719,48.548665,-89.186691
63727,LOVES TRAVEL STOP #403,"I-81, EXIT 3",Binghamton,NY,32,3.749,35.822958,-78.125963
63727,LOVES TRAVEL STOP #403,"I-81, EXIT 3",Binghamton,NY,32,3.689,39.847929,-120.855124
63727,LOVES TRAVEL STOP #403,"I-81, EXIT 3",Binghamton,NY,32,3.679,41.74057,-69.359005
63728,PILOT TRAVEL CENTERS #43,"I-80, EXIT 284",Walcott,IA,270,3.88566666,25.085914,-103.492389
63728,PILOT TRAVEL CENTER #43,"I-80, EXIT 284",Walcott,IA,270,3.859,37.319526,-90.553198
63729,PILOT TRAVEL CENTERS #147,"I-80, EXIT 410",West Wendover,NV,835,3.709,43.896844,-122.403931
63730,PILOT TRAVEL CENTERS #309,"I-77, EXIT 25",Caldwell,OH,430,3.65233333,46.987412,-114.733093
63731,LOVES TRAVEL STOP #243,"I-10, EXIT 43 & SR-383",Iowa,LA,690,3.58733333,32.992231,-78.187383
63732,LOVES TRAVEL STOP #265,"I-10, EXIT 200",Eloy,AZ,930,3.434,38.870436,-66.879759
63734,CIRCLE K #2723472,US-70 & SR-58,Kinston,NC,63,3.319,44.83799,-79.349242
63736,PLATEAU TRUCK AND AUTO CENTER,"I-10, EXIT 159",Van Horn,TX,640,3.099,40.325133,-89.70094
63737,I 10 DUSON TRUCK STOP,"I-10, AUSTRIA ROAD",Duson,LA,730,3.41066666,32.141888,-75.276609
63738,U STOP 33,US-77,Beatrice,NE,413,3.399,42.45912,-93.968532
63740,CIRCLE K #2723478,US-29,Blairs,VA,185,3.439,40.924378,-86.216284
63741,SHELL,"I-295, EXIT 15",Chester,VA,180,3.20233333,37.359224,-73.579283
63743,PILOT TRAVEL CENTERS #370,"I-81, EXIT 175",Pittston,PA,200,4.17566666,39.029109,-78.734556
63744,PILOT TRAVEL CENTERS #439,"I-24, EXIT 86",Oak Grove,KY,415,3.15233333,29.842337,-99.148133
63745,PILOT TRAVEL CENTER #447,"I-64, EXIT 25",Haubstadt,IN,340,3.959,31.099312,-116.622432
63745,PILOT TRAVEL CENTERS #447,"I-64, EXIT 25",Haubstadt,IN,340,3.959,40.196925,-113.251586
63746,PILOT TRAVEL CENTERS #453,"I-85, EXIT 90",Gaffney,SC,210,3.429,37.212513,-90.67011
63747,PILOT TRAVEL CENTERS #440,"I-71, EXIT 28",Pendleton,KY,415,3.759,45.219173,-96.751111
63751,PETRO STOPPING CENTER #328,"I-20 & I-55, EXIT 45",Jackson,MS,620,3.109,34.617739,-103.374366
63752,MR FUEL #732,"I-80, EXIT 226",Girard,OH,573,3.239,26.898155,-81.976174
63753,PILOT TRAVEL CENTER #4558,"I-75, EXIT 318",Calhoun,GA,285,3.28566666,32.354658,-120.646903
63753,PILOT #4558,"I-75, EXIT 318",Calhoun,GA,285,3.30566666,33.216118,-100.706528
63754,U SAVE TRAVEL PLAZA,US-19 & SR-129,Mount Nebo,WV,44,3.599,39.180254,-75.186641
63755,PILOT TRAVEL CENTERS #196,"I-40, EXIT 325 & US-64",Roland,OK,645,3.739,32.359083,-107.120203
63756,PILOT TRAVEL CENTERS #144,"I-20, EXIT 200",Augusta,GA,135,3.859,27.657819,-88.233137
63756,PILOT TRAVEL CENTER #144,"I-20, EXIT 200",Augusta,GA,135,3.859,40.045898,-76.43749
63759,BUFFALO RANCH,US/69/US-60 & US-59,Afton,OK,560,3.099,27.725551,-102.428278
63760,CASH MAGIC CITGO HOUMA,I-57,Houma,LA,725,3.56566666,41.545523,-77.975696
63761,7Fleet #46589,"I-94/US-52, EXIT 205 & SR-241",Saint Michael,MN,448,3.309,26.726924,-97.222768
63762,MINIT MART #600643,"I-57, EXIT 322",Manteno,IL,290,3.299,26.369251,-110.385451
63762,MINIT MART #600643,"I-57, EXIT 322",Manteno,IL,290,3.399,45.809502,-113.334724
63762,MINIT MART #600643,"I-57, EXIT 322",Manteno,IL,290,3.249,29.86199,-71.350828
63763,Flying J Travel Plaza #644,"I-80, EXIT 77 & SR-351",La Salle,IL,290,3.599,29.772838,-120.712518
63763,Flying J Travel Plaza #644,"I-80, EXIT 77 & SR-351",La Salle,IL,290,3.399,35.629404,-78.469724
63763,Flying J Travel Plaza #644,"I-80, EXIT 77 & SR-351",La Salle,IL,290,3.459,25.807355,-91.305924
63763,Flying J Travel Plaza #644,"I-80, EXIT 77 & SR-351",La Salle,IL,290,3.299,34.008476,-118.69914
63764,LOVES TRAVEL STOP #288,"I-45, EXIT 198 & US-84",Fairfield,TX,765,3.429,26.327025,-115.546052
63766,PILOT TRAVEL CENTERS #26,"US-23, EXIT 5 & US-223",Ottawa Lake,MI,325,3.599,43.950319,-109.116651
63766,PILOT TRAVEL CENTERS #26,"US-23, EXIT 5 & US-223",Ottawa Lake,MI,325,3.659,30.668067,-98.06903
63766,PILOT TRAVEL CENTERS #26,"US-23, EXIT 5 & US-223",Ottawa Lake,MI,325,3.579,31.964016,-108.743801
63766,PILOT TRAVEL CENTERS #26,"US-23, EXIT 5 & US-223",Ottawa Lake,MI,325,3.649,32.577874,-122.525472
63767,HOP-IN FOOD STORES,I-27 & FM-1729,New Deal,TX,700,2.92566666,45.111023,-78.354384
63768,PILOT TRAVEL CENTERS #443,"I-70, EXIT 49",Higginsville,MO,400,3.23566666,26.62303,-96.19004
63770,FLYING J TRAVEL PLAZA #694,"I-90, EXIT 223",Austinburg,OH,305,3.859,29.96981,-83.424054
63771,FLYING J FUEL STOP #572,"I-35, EXIT 144",Williams,IA,433,3.699,48.738941,-122.607111
63771,FLYING J TRAVEL PLAZA #572,"I-35, EXIT 144",Williams,IA,433,3.699,39.040807,-95.261553
63773,QUIKTRIP #179,ST 152,Liberty,MO,400,2.999,46.609514,-113.81043
63774,PILOT TRAVEL CENTERS #150,"I-70, EXIT 24 &SR-63",Hagerstown,MD,22,3.959,46.716259,-107.683789
63775,FLYING J #646,"I-90/39, EXIT 1 & US-51 & SR-75",South Beloit,IL,290,3.799,34.164048,-98.542926
63775,FLYING J TRAVEL PLAZA #646,"I-90/39, EXIT 1 & US-51 & SR-75",South Beloit,IL,290,3.799,44.620386,-119.387322
63776,KWIK TRIP #334,US-169/SR-60,Mankato,MN,425,3.549,31.70034,-83.418029
63777,KWIK TRIP #403,"I-35, EXIT 45",Owatonna,MN,425,3.499,35.9648,-96.453957
63778,KWIK TRIP #662,SR-55/SR-149,Saint Paul,MN,451,3.629,32.866481,-87.865264
63781,Pilot Travel Centers #8,US-23 & PITTSBURG RD,Circleville,OH,315,3.799,26.019348,-85.851158
63782,FUEL EXPRESSO #11,"I-35, EXIT 155",Lebo,KS,400,3.17233333,32.060744,-66.986663
63787,LOVES TRAVEL STOP #402,"I-10, EXIT 44",Biloxi,MS,715,3.449,25.187371,-117.290734
63789,PILOT TRAVEL CENTER #448,"I-65, EXIT 240",Hebron,IN,365,3.599,47.528898,-114.104002
63789,PILOT TRAVEL CENTERS #448,"I-65, EXIT 240",Hebron,IN,365,3.354,43.571307,-110.347245
63790,PILOT TRAVEL CENTERS #412,"I-81, EXIT 4",White Pine,TN,405,3.699,36.560164,-95.153924
63791,PILOT TRAVEL CENTERS #432,"I-35, EXIT 328",Waco,TX,765,3.22066666,35.47611,-77.776927
63792,PILOT TRAVEL CENTER #424,"I-75, EXIT 358",Ocala,FL,140,3.41233333,35.287323,-80.790478
63792,PILOT TRAVEL CENTERS #424,"I-75, EXIT 358",Ocala,FL,140,3.359,39.697346,-99.183662
63793,HUTCH'S #113,US-183 & US-270/SR-15,Woodward,OK,483,2.999,28.649628,-101.10912
63794,PILOT TRAVEL CENTERS #157,"I-30, EXIT 122",Sulphur Springs,TX,723,3.309,32.860021,-121.009038
63795,LOVES COUNTRY STORE #022,US-412,Clayton,NM,585,3.414,33.874636,-117.026373
63796,PETRO STOPPING CENTER #329,"I-40/I-85, EXIT 157",Mebane,NC,65,3.999,25.201721,-70.980763
63798,PETRO GLADE SPRING #372,"I-81, EXIT 29",Glade Spring,VA,405,3.58733333,27.468133,-101.225084
63799,LOVES TRAVEL STOP #204,US-69 BUS & US-69,Eufaula,OK,560,3.689,26.025387,-113.317081
63800,PILOT TRAVEL CENTER #255,"I-95, EXIT 40",Milford,CT,73,4.299,35.452012,-82.482266
63800,PILOT TRAVEL CENTERS #255,"I-95, EXIT 40",Milford,CT,73,4.299,34.108251,-94.078539
63801,PILOT #1126,"I-435, EXIT 55 & SR-210",Kansas City,MO,400,3.38233333,29.940959,-94.880623
63802,CARTERS TRAVEL CENTER,"I-40, EXIT 201N",Flagstaff,AZ,930,3.689,43.103544,-70.969819
63803,KOUNTRY XPRESS,"I-40, EXIT 20",Mulberry,AR,645,3.27233333,40.514191,-109.696791
63805,TEX-BEST #519,US-281 & US-281 BUS & CR-1930,Alice,TX,625,2.899,46.785321,-118.760157
63812,PETRO STOPPING CENTER #330,"I-65, EXIT 86",Glendale,KY,415,3.599,37.675169,-103.293563
63813,TA SAN ANTONIO TRAVELCENTER,"I-10 & FOSTER RD, EXIT 583",San Antonio,TX,740,3.20733333,36.393394,-103.409721
63828,CIRCLE K #2723654,US-431,Boaz,AL,587,3.519,32.97218,-103.879975
63829,CALERA CHEVRON,SR-25,Calera,AL,615,3.199,42.986557,-123.081155
63836,Double Bees #109,"I-40, EXIT 183",Carlisle,AR,695,3.139,47.929059,-98.642314
63841,MAGNOLIA TRAVEL CENTER,US-82 & US-371,Magnolia,AR,635,3.599,30.014335,-112.847888
63846,71 EXPRESS,US-71,Mansfield,AR,645,3.33233333,39.98804,-86.263739
63848,CIRCLE K #2706345,"I-30, EXIT 2",Texarkana,AR,723,3.479,26.853547,-106.16253
63850,PILOT TRAVEL CENTER #180,"I-40, EXIT 185",Bellemont,AZ,930,3.609,38.369958,-74.430758
63850,PILOT TRAVEL CENTERS #180,"I-40, EXIT 185",Bellemont,AZ,930,3.639,25.123189,-71.038011
63854,E-Z MART #4437,US-71,Boles,AR,645,3.299,47.02377,-76.692355
63855,LOVES TRAVEL STOP #460,"I-10, EXIT 302",Benson,AZ,980,3.279,36.175974,-89.427458
63856,PILOT #1175,"I-17, EXIT 262 & SR-69",Mayer,AZ,930,3.699,48.686741,-115.663143
63856,PILOT TRAVEL CENTER #1175,"I-17, EXIT 262 & SR-69",Mayer,AZ,930,3.6915,31.497727,-98.903161
63870,CIRCLE K #2744074,"I-270/US-36, EXIT 4",Commerce City,CO,800,3.45566666,36.56341,-113.32895
63871,Alta Convenience Store #6317,"I-70, EXIT 19",Fruita,CO,810,3.399,37.866786,-102.026708
63876,Mobil,"FL TURNPIKE,EXIT 244",Kissimmee,FL,225,3.449,29.547382,-117.956935
63887,QUIKTRIP #757,"I-79/SR-401, EXIT 306 & SR-140",Adairsville,GA,193,2.88733333,46.92952,-101.49807
63893,QUICK FUEL #2204,"I-285, EXIT 58/SR-407 & I-75, EXIT 237/SR-401",Atlanta,GA,18,3.27566666,41.637236,-67.499437
63894,CIRCLE K #2723653,"I-75, EXIT 124",Cartersville,GA,193,3.224,26.187814,-79.276943
63895,KWIK SERV #17,"I-75, EXIT 136",Chatsworth,GA,193,3.499,48.262,-79.464917
63904,SUNOCO,"I-95, EXIT 19",Savannah,GA,195,3.63233333,44.055299,-75.498607
63907,QUIKTRIP #737,"I-85, EXIT 137",Jefferson,GA,16,3.119,40.179825,-112.588927
63909,GAS2GO,"I-95, EXIT 6",Kingsland,GA,75,3.109,33.896232,-95.150816
63910,OGMULGEE CHEVRON #419,"I-16, EXIT 6",Macon,GA,85,3.399,38.246813,-85.884745
63912,PILOT TRAVEL CENTER #4562,"I-95, EXIT 1",Kingsland,GA,75,3.57233333,27.233223,-74.700095
63912,PILOT #4562,"I-95, EXIT 1",Kingsland,GA,75,3.559,26.436621,-72.544338
63914,CIRCLE M #12,US-23/SR-365 & SR-52,Lula,GA,18,3.539,47.221322,-112.37912
63915,HIGHWAY 80 CHEVRON,"I-185, EXIT 7",Midland,GA,50,3.399,44.22723,-119.049266
63922,THOMASVILLE TRAVEL CENTER,US-84 & SR-3,Thomasville,GA,20,3.18066666,26.617142,-100.351173
63925,PILOT #4561,"I-75, EXIT 11",Valdosta,GA,20,3.359,29.818572,-72.158627
63925,PILOT TRAVEL CENTER #4561,"I-75, EXIT 11",Valdosta,GA,20,3.28566666,34.556105,-99.015247
63931,LOVES TRAVEL STOP #371,"I-95, EXIT 190",Dillon,SC,46,3.33066666,32.615455,-101.006676
63937,CUBBYS #305,"I-29, EXIT 10 & SR-2",Percival,IA,319,3.694,34.252474,-101.717173
63938,CUBBYS #301,US-34 & SR-48,Red Oak,IA,319,3.399,46.405871,-115.147812
63942,Discount Zone,"I-10, EXIT CLEARVIEW",New Orleans,LA,725,3.279,43.089797,-112.014076
63946,MINIT MART #600644,"I-80, EXIT 134",Joliet,IL,399,3.599,47.673723,-85.584404
63955,ROAD RANGER #266,"I-72, EXIT 82 & CR-10",New Berlin,IL,280,3.539,30.342378,-115.048006
63955,ROAD RANGER #266,"I-72, EXIT 82 & CR-10",New Berlin,IL,280,3.439,26.019694,-70.011459
63955,ROAD RANGER #266,"I-72, EXIT 82 & CR-10",New Berlin,IL,280,3.479,41.267039,-90.910572
63957,SUNMART FOOD STORE,SR-37,Bloomington,IN,375,3.499,48.436103,-89.633346
63959,SPEEDWAY #1429,SR-59 & SR-56,Warrenville,IL,293,3.499,32.882891,-103.571357
63959,SPEEDWAY #1429,SR-59 & SR-56,Warrenville,IL,293,3.599,25.912763,-96.346159
63960,BUTLER ONE STOP,"I-69, EXIT 329",Butler,IN,370,3.519,34.852893,-101.219175
63962,7-ELEVEN #40505,"I-80, EXIT 90",Elkhart,IN,465,4.11566666,48.997597,-113.75518
63964,LOVES TRAVEL STOPS #242,"I-35 & FISHER RD, EXIT 144",Von Ormy,TX,740,3.249,25.251758,-107.801697
63964,LOVES TRAVEL STOP #242,"I-35 & FISHER RD, EXIT 144",Von Ormy,TX,740,3.167,40.623876,-119.531354
63965,GOOD TO GO #11,"I-65, EXIT 158",Frankfort,IN,375,3.549,30.483305,-98.626841
63966,PHILS ONE STOP,"I-69, EXIT 309B",Fort Wayne,IN,370,3.67566666,32.252999,-73.408725
63972,7-ELEVEN #40506,"I-80/I-90, MM 125 WB",Howe,IN,465,3.899,40.131639,-106.457491
63977,CAREFREE FOOD MART,"I-64, EXIT 92",Leavenworth,IN,415,3.499,30.457889,-73.134676
63978,Gallops,"I-80, EXIT 107",Middlebury,IN,370,3.549,40.581344,-93.626115
63979,Jaks Oil,US-90,Broussard,LA,730,3.049,40.30528,-119.214427
63988,Petes #47,US-400/SR-47,Fredonia,KS,307,3.299,47.719656,-102.775681
63990,TREX MART #4,"I-229/US-59, EXIT 4B & US-36",Wathena,KS,400,2.999,48.223492,-109.639792
63992,SANDRAS QUICK STOP,US-169 & US-59,Garnett,KS,485,3.319,25.325591,-86.076251
63994,U STOP #38,I-70 EXIT 298,Junction City,KS,553,3.35566666,45.15794,-77.941101
63997,LEON GROCERY,US-400,Leon,KS,336,3.399,47.392363,-86.695859
64001,PETES #53,US-400 & SR-99 & CR-939,Severy,KS,336,3.249,41.117514,-115.118994
64002,SPEEDWAY #9567,"I-65, EXIT 105",Lebanon Junction,KY,415,3.16566666,46.373398,-115.623733
64003,HUCKS Food & Fuel #305,SR-9001 & WKY PKWY SERVICE AREA,Beaver Dam,KY,460,3.599,29.292383,-120.836087
64003,HUCKS Food & Fuel #305 dba Pilot Dealer #1288,SR-9001 & WKY PKWY SERVICE AREA,Beaver Dam,KY,460,3.629,45.223548,-76.311552
64016,SHELL,US-231 & SR-1468,Morgantown,KY,487,3.799,44.916111,-107.857935
64020,LEEBOS # 9,"I-49, EXIT 90",Alexandria,LA,730,3.21566666,26.203703,-100.490749
64021,CM AMITE,SR-16,Amite,LA,600,3.399,33.794185,-116.359425
64028,DELCAMBRE FUEL DEPOT,SR-14 & SR-89,Delcambre,LA,730,2.999,41.971106,-77.147874
64029,SUNSHINE SUPER STOP TRUCKS,"I-10, EXIT 182",Convent,LA,600,3.399,38.854308,-106.196805
64030,STATE OIL,SR-23,Belle Chasse,LA,725,3.43233333,31.195731,-72.443279
64034,BOONES CHEVRON,SR-317,Franklin,LA,623,3.899,43.527194,-106.564464
64036,CM PROSPECT STATION,SR-3087 & SR-660,Houma,LA,725,3.599,36.340905,-85.724661
64040,PILOT #1051,"I-10, EXIT 43 & SR-383",Iowa,LA,690,3.599,25.202581,-95.486664
64042,LA PLACE TRAVEL CENTER,"I-10, EXIT 209 & I-55, EXIT 1",La Place,LA,725,3.259,45.186253,-93.617019
64043,COUNTRY AUTO TRUCK STOP,"I-49, EXIT 177 & SR-509",Mansfield,LA,766,3.259,41.380259,-81.060808
64044,DISCOUNT ZONE,"I-510, EXIT 240",New Orleans,LA,725,3.149,32.286816,-117.512656
64045,SILVERS TRAVEL PLAZA - Port Allen,US-190/SR-1,Port Allen,LA,730,3.33233333,48.836429,-106.138057
64047,LUCKY LOUIES TRUCK STOP,US-190,Port Allen,LA,600,3.06566666,38.704512,-79.056264
64048,Pilot #1439,"I-10, Exit 151",Port Allen,LA,600,3.21566666,28.961401,-118.598512
64049,Cash Magic CITGO LAROSE,SR-308,Larose,LA,725,3.399,28.583557,-98.528226
